site,station_code,date_sampled,activity_type,latitude,longitude,component_short,component_long,result,remark,units,mdl,pql,mrl,dilution,date_received,date_analyzed,test_comments,analysis_method,lab_id,lab_accreditation_authority,laboratory,rq_number,WBID,REGsites
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,pH,pH,7.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,DO,Dissolved oxygen,7.32,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",73.3,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,SALT,Salinity,0.33,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,ATEMP,Air temperature,17.27778,converted from 63.1 F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,WIND_S,Wind Speed,1.96698,converted from 4.4 mph,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,SECCHI,Secchi Disk,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,WDEPTH,Water Depth,0.5,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,WTEM,Water temperature,14.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",370,=,CFU/100mL,1,NA,1,TRUE,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,pH,pH,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,DO,Dissolved oxygen,10.73,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",104.7,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,SALT,Salinity,0.39,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,Fluridone,Fluridone,0.11,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,Hydrocodone,Hydrocodone,8e-4,U,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,Naproxen,Naproxen,0.008,U,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,Ibuprofen,Ibuprofen,0.02,U,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,HF183,human-specific HF183 Bacteroides genetic marker,140,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SOP-PCR-1.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,GULL2,coastal bird specific Catellicoccus marimammalium Gull2 genetic marker,8400,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SOP-PCR-1.2,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,GFD,bird specific Helicobacter GFD genetic marker,170,I,ug/L,NA,NA,NA,NA,NA,NA,NA,SOP-PCR-1.3,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,BacR,Ruminant specific Bacteroidetes BacR genetic marker,1500,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SOP-PCR-1.4,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,DG3,canine-specific DG3 Bacteroides genetic marker,1300,U,ug/L,NA,NA,NA,NA,NA,NA,NA,SOP-PCR-1.5,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",3.8,=,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",5,=,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,CHLb_Tri_N,Chlorophyll b (Trichromatic),2.5,ND,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,CHLc_Tri_N,Chlorophyll c (Trichromatic),2.5,ND,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.008,ND,mg/L,1,NA,0,TRUE,NA,NA,NA,353.2,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,TN,Total Nitrogen,1.16,=,mg/L,NA,NA,0,TRUE,NA,NA,NA,Calculation,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,1.16,=,mg/L,0,NA,0,TRUE,NA,NA,NA,351.2,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,OD664b/OD665a,OD664b/OD665a,1.48,=,NONE,NA,NA,NA,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,PHEA,Pheophytin a,2.5,ND,ug/L,1,NA,1,TRUE,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,TP,Total Phosphorus,0.0709,=,mg/L,1,NA,1,TRUE,NA,NA,NA,365.1,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",36,B,CFU/100mL,NA,NA,1,TRUE,NA,NA,NA,SM 9222 D,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,ENTERO,Enterococcus,41,NA,MPN/100mL,NA,NA,1,TRUE,NA,NA,NA,ASTM D6503-99,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",1.12,=,mg/L,0,NA,0,TRUE,NA,NA,NA,351.2,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Sample,NA,NA,ENTERO,Enterococcus,10,=,MPN/100mL,1,NA,1,TRUE,NA,NA,NA,ASTM D6503-99,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,FECCOL,"Coliform, Fecal",10,U,CFU/100mL,NA,NA,NA,NA,NA,NA,NA,SM 9222 D,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",1.8,NA,ug/L,0,TRUE,NA,NA,NA,NA,NA,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,PHEA,Pheophytin a,0.6,U,ug/L,0,TRUE,NA,NA,NA,NA,NA,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,TURBIDITY,Turbidity,0.7,NA,NTU,0,FALSE,NA,NA,NA,NA,NA,EPA 180.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.005,I,mg N/L,1,FALSE,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,TSS,Total Suspended Solids,2,I,mg/L,1,TRUE,NA,NA,NA,NA,NA,SM 2540 D-97,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,TP,Total Phosphorus,0.092,NA,mg P/L,1,FALSE,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,0.73,NA,mg N/L,0,FALSE,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",0.83,NA,mg N/L,0,FALSE,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.018,NA,mg N/L,1,TRUE,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Alkalinity,Total Alkalinity,119,NA,mg CaCO3/L,0,TRUE,NA,NA,NA,NA,NA,SM 2320 B-97,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Fluoride,Fluoride,0.18,NA,mg F/L,1,FALSE,NA,NA,NA,NA,NA,SM 4500 F-C-97,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,W-TOC,Organic Carbon,16,NA,mg C/L,0,TRUE,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Sucra,Sucralose,2.1,NA,ug/L,0,FALSE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-09-06T11:32:00Z,Sample,NA,NA,Carbamazepine,Carbamazepine,9.7e-4,I,ug/L,NA,NA,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Bentazon,Bentazon,0.075,NA,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-10-22T11:50:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",3.3,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,ATEMP,Air temperature,12,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,WIND_S,Wind Speed,3.5,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,SECCHI,Secchi Disk,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,WDEPTH,Water Depth,0.21336,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,WTEM,Water temperature,14.8,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,SpCond,Specific Conductance,705,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,pH,pH,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-10-22T11:50:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.06,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E82502,NELAC,ALS Environmental,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",62,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,W-COLOR,Color (true),79,NA,PCU,1,TRUE,NA,NA,NA,NA,NA,SM 2120 B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,Turbidity,Turbidity,0.65,NA,NTU,0,FALSE,NA,NA,NA,NA,NA,EPA 180.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.004,U,mg/L,1,FALSE,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.007,NA,mg/L,1,TRUE,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Sample,NA,NA,W-TOC,Organic Carbon,19,NA,mg/L,0,TRUE,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,CHLa_C,"Chlorophyll a, Corrected (Monochromatic)",4.5,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,CHLa_UnC,"Chlorophyll a, Uncorrected (Trichromatic)",5.8,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,PHEA,Pheophytin a,1.9,NA,ug/L,NA,NA,NA,NA,NA,NA,NA,SM 10200 H,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,TKN,Kjeldahl Nitrogen,1.1,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,DTKN,"Kjeldahl Nitrogen, Dissolved",1.1,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,NH4_N,"Ammonia as Nitrogen, Dissolved",0.013,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,TP,Total Phosphorus,0.056,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,NO23F,Nitrate+Nitrite,0.004,U,mg/L,NA,NA,NA,NA,NA,NA,NA,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,WDEPTH,Water Depth,0.4,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,WTEM,Water temperature,15.2,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Field,NA,NA,SpCond,Specific Conductance,682,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,Turbidity,Turbidity,1.1,NA,NTU,NA,NA,NA,NA,NA,NA,NA,EPA 180.1 Rev 2.8,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,Alkalinity,Total Alkalinity,130,NA,mg CaCO3/L,NA,NA,NA,NA,NA,NA,NA,SM 2320 B-105,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,TSS,Total Suspended Solids,2,I,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 2540 D-105,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,Fluoride,Fluoride,0.24,NA,mg F/L,NA,NA,NA,NA,NA,NA,NA,SM 4500 F-C-105,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Sample,NA,NA,W-TOC,Organic Carbon,24,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,SM 5310 B-00,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,WTEM,Water temperature,31.5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,SpCond,Specific Conductance,807,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,pH,pH,8.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,DO,Dissolved oxygen,8.89,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,SALT,Salinity,0.39,NA,ppt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,SECCHI,Secchi Disk,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,DO_p,"Dissolved oxygen, percent saturation",123.3,NA,%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,ATEMP,Air temperature,32.4,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-01-22T13:25:00Z,Field,NA,NA,SpCond,Specific Conductance,7.94,NA,uS/cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,WIND_S,Wind Speed,1.5,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-07-11T12:50:00Z,Field,NA,NA,WDEPTH,Water Depth,0.10670731707317073,converted from ft (ft/3.28),m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Carbamazepine,Carbamazepine,9.6e-4,I,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Diuron,Diuron,0.0028,I,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Fenuron,Fenuron,0.016,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Fluridone,Fluridone,0.065,NA,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,Hydrocodone,Hydrocodone,0.002,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-12-05T11:57:00Z,Field,NA,NA,DO,Dissolved oxygen,0.24,NA,mg/L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2019-02-04T12:53:00Z,Sample,NA,NA,MCPP,MCPP,0.002,U,ug/L,1,TRUE,NA,NA,NA,NA,NA,EPA 8321B,E31780,NELAP,FloridaDEP,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Field,NA,NA,ATEMP,Air temperature,25.9,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Field,NA,NA,WIND_S,Wind Speed,2,NA,m/s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Field,NA,NA,WIND_D,Wind Direction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Field,NA,NA,WDEPTH,Water Depth,0.31,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
FDEP Lake 1,GTMGL1NUT,2018-11-07T12:03:00Z,Field,NA,NA,SECCHI,Secchi Disk,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Lake
